Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
Arson,22,-93.27354753,44.9492963,LYNDALE
Arson,23,-93.2776301,44.95190534,LYNDALE
Arson,22,-93.26969101,44.95996749,VENTURA VILLAGE
Arson,22,-93.27248153,44.95433401,VENTURA VILLAGE
Arson,22,-93.26999942,44.95934487,LYNDALE
Arson,22,-93.27482528,44.94154363,CENTRAL
Arson,20,-93.26770906,44.9568651,PHILLIPS WEST
Arson,22,-93.2777159,44.95948984,LYNDALE
Arson,23,-93.27757456,44.94699625,LORING PARK
Arson,23,-93.27692104,44.94537158,LYNDALE
Arson,22,-93.27552174,44.946737,LYNDALE
Arson,22,-93.27770603,44.95861771,LORING PARK
Arson,23,-93.27667931,44.94523636,PHILLIPS WEST
Arson,23,-93.27755106,44.9449185,LORING PARK
Arson,23,-93.27577264,44.94768996,LYNDALE
Arson,23,-93.27597605,44.94727932,VENTURA VILLAGE
Arson,21,-93.27075434,44.9529173,PHILLIPS WEST
Arson,22,-93.2738482,44.94890652,LYNDALE
Arson,22,-93.2749593,44.94746613,PHILLIPS WEST
Arson,23,-93.27761401,44.95048313,LYNDALE
Arson,22,-93.27775323,44.96279001,LORING PARK
Arson,21,-93.27226243,44.93911507,LYNDALE
Arson,20,-93.29532895,45.02222211,FOLWELL
Arson,20,-93.29743197,45.01860215,WEBBER - CAMDEN
Arson,20,-93.30153517,45.01949044,WEBBER - CAMDEN
Arson,20,-93.29756731,45.02123184,FOLWELL
Arson,20,-93.29768069,45.02343462,FOLWELL
Arson,20,-93.29540101,45.02230805,WEBBER - CAMDEN
Arson,20,-93.29428741,45.02097994,FOLWELL
Arson,20,-93.2941196,45.0207798,FOLWELL
Arson,20,-93.29750167,45.02481337,WEBBER - CAMDEN
Arson,20,-93.29760978,45.02205686,FOLWELL
Arson,20,-93.2974116,45.02470595,WEBBER - CAMDEN
Arson,20,-93.29764962,45.02283092,WEBBER - CAMDEN
Arson,20,-93.29697265,45.02418245,FOLWELL
Arson,20,-93.30047178,45.02108264,JORDAN
Arson,20,-93.29755662,45.0248789,WEBBER - CAMDEN
Arson,20,-93.29508084,45.02192621,FOLWELL
Arson,20,-93.29720695,45.02446188,WEBBER - CAMDEN
Arson,20,-93.29763322,45.02251241,FOLWELL
Arson,20,-93.29999472,45.02179694,JORDAN
Arson,20,-93.2946484,45.02141047,WEBBER - CAMDEN
Arson,20,-93.2953983,45.02230483,WEBBER - CAMDEN
Arson,20,-93.30235713,45.01825971,WEBBER - CAMDEN
Arson,20,-93.29773432,45.02509083,FOLWELL
Arson,20,-93.29453557,45.0212759,FOLWELL
Arson,20,-93.29769436,45.02370018,FOLWELL
Arson,20,-93.29760549,45.02197367,WEBBER - CAMDEN
Arson,20,-93.30100694,45.02028135,JORDAN
Arson,20,-93.29733862,45.01678848,FOLWELL
Arson,20,-93.29749956,45.01991552,FOLWELL
Arson,20,-93.29553495,45.0224678,WEBBER - CAMDEN
Arson,20,-93.29713894,45.02438076,FOLWELL
Arson,20,-93.29485252,45.02165391,WEBBER - CAMDEN
Arson,20,-93.29753956,45.0206926,FOLWELL
Arson,20,-93.29543975,45.02235425,WEBBER - CAMDEN
Arson,20,-93.29736876,45.01737404,FOLWELL
Arson,20,-93.29774397,45.0246641,WEBBER - CAMDEN
Arson,20,-93.30176989,45.019139,JORDAN
Arson,20,-93.2941608,45.02082894,FOLWELL
Arson,20,-93.29591704,45.02292348,FOLWELL
Arson,20,-93.2958608,45.02285641,WEBBER - CAMDEN
Arson,20,-93.29745876,45.02476219,WEBBER - CAMDEN
Arson,20,-93.2946045,45.02135811,WEBBER - CAMDEN
Arson,20,-93.29662432,45.02376701,FOLWELL
Arson,20,-93.29731972,45.0164214,FOLWELL
Arson,20,-93.29721868,45.01445819,FOLWELL
Arson,20,-93.30151438,45.01952156,JORDAN
Arson,20,-93.29752236,45.02483804,FOLWELL
Arson,20,-93.29730879,45.01620895,WEBBER - CAMDEN
Arson,20,-93.29798745,45.02480241,JORDAN
Arson,20,-93.29765991,45.02303087,FOLWELL
Arson,20,-93.29438496,45.02109628,FOLWELL
Arson,20,-93.29663534,45.02378016,WEBBER - CAMDEN
Arson,20,-93.29738665,45.01772175,FOLWELL
Arson,20,-93.29959508,45.02239532,JORDAN
Arson,20,-93.29636106,45.02345304,WEBBER - CAMDEN
Arson,20,-93.2978116,45.02506572,JORDAN
Arson,20,-93.30448307,45.01507656,JORDAN
Arson,20,-93.29773046,45.02440156,FOLWELL
Arson,20,-93.29616643,45.02322091,FOLWELL
Arson,20,-93.29699518,45.02420931,WEBBER - CAMDEN
Arson,20,-93.29717434,45.02442298,WEBBER - CAMDEN
Arson,20,-93.29772439,45.02428361,WEBBER - CAMDEN
Arson,20,-93.30539639,45.01370905,JORDAN
Arson,20,-93.29756183,45.0211253,FOLWELL
Arson,20,-93.29532318,45.02221523,FOLWELL
Arson,20,-93.2976281,45.0224128,FOLWELL
Arson,20,-93.2978663,45.02498381,WEBBER - CAMDEN
Arson,20,-93.29414772,45.02081334,WEBBER - CAMDEN
Arson,20,-93.29750085,45.01994046,WEBBER - CAMDEN
Arson,20,-93.2956718,45.02263101,FOLWELL
Arson,20,-93.29577135,45.02274974,WEBBER - CAMDEN
Arson,20,-93.29728525,45.01575158,WEBBER - CAMDEN
Arson,20,-93.3016105,45.01937765,JORDAN
Arson,20,-93.30165651,45.01930875,WEBBER - CAMDEN
Arson,20,-93.29729248,45.01589214,FOLWELL
Arson,20,-93.2974647,45.01923806,FOLWELL
Arson,20,-93.29730004,45.01603891,FOLWELL
Arson,20,-93.29686231,45.02405085,WEBBER - CAMDEN
Arson,20,-93.2944615,45.02118757,FOLWELL
Arson,20,-93.30066027,45.02080041,WEBBER - CAMDEN
Arson,20,-93.29863906,45.02382677,JORDAN
Arson,20,-93.29746929,45.01932739,WEBBER - CAMDEN
Arson,20,-93.2975351,45.02060602,WEBBER - CAMDEN
Arson,20,-93.298724,45.02369958,WEBBER - CAMDEN
Arson,20,-93.29769491,45.02371087,FOLWELL
Arson,20,-93.29504494,45.0218834,FOLWELL
Arson,20,-93.29737973,45.02466794,FOLWELL
Arson,20,-93.30290044,45.01744623,WEBBER - CAMDEN
Arson,20,-93.29730895,45.01621214,FOLWELL
Arson,20,-93.29756558,45.02119822,FOLWELL
Arson,20,-93.29403141,45.02067462,WEBBER - CAMDEN
Arson,20,-93.29757633,45.02140696,WEBBER - CAMDEN
Arson,20,-93.29696134,45.02416896,FOLWELL
Arson,20,-93.30110852,45.02012925,WEBBER - CAMDEN
Arson,20,-93.29416218,45.02083059,FOLWELL
Arson,20,-93.2973242,45.01650836,FOLWELL
Arson,20,-93.29688774,45.02408117,FOLWELL
Arson,20,-93.29761467,45.02494814,FOLWELL
Arson,20,-93.29656794,45.02369977,WEBBER - CAMDEN
Arson,20,-93.2969177,45.02411691,WEBBER - CAMDEN
Arson,4,-93.25092838,44.95820788,CEDAR RIVERSIDE
Arson,3,-93.2546449,44.95033662,POWDERHORN PARK
Arson,2,-93.24522767,44.94599963,POWDERHORN PARK
Arson,3,-93.25567986,44.94473555,CENTRAL
Arson,2,-93.25974338,44.96217159,VENTURA VILLAGE
Arson,4,-93.25631517,44.95475883,POWDERHORN PARK
Arson,3,-93.25383413,44.94819003,VENTURA VILLAGE
Arson,3,-93.25343536,44.94713424,POWDERHORN PARK
Arson,3,-93.25178385,44.95442345,POWDERHORN PARK
Arson,1,-93.2359805,44.94472799,POWDERHORN PARK
Arson,4,-93.24961747,44.96400704,POWDERHORN PARK
Arson,4,-93.25014614,44.96166832,POWDERHORN PARK
Arson,4,-93.25659014,44.9437663,POWDERHORN PARK
Arson,5,-93.25885065,44.96147174,VENTURA VILLAGE
Arson,3,-93.25251666,44.95118166,CEDAR RIVERSIDE
Arson,2,-93.2429325,44.94568401,POWDERHORN PARK
Arson,3,-93.25533348,44.94510438,CENTRAL
Arson,3,-93.2549174,44.95066673,POWDERHORN PARK
Arson,3,-93.25135166,44.95633538,POWDERHORN PARK
Arson,3,-93.25696916,44.95555802,VENTURA VILLAGE
Arson,2,-93.23826334,44.94504192,POWDERHORN PARK
Arson,4,-93.25926913,44.94091371,CENTRAL
Arson,4,-93.2558782,44.95360189,VENTURA VILLAGE
Arson,4,-93.25499313,44.95125859,VENTURA VILLAGE
Arson,1,-93.23587031,44.94471284,LONGFELLOW
Arson,5,-93.25892288,44.96166298,VENTURA VILLAGE
Arson,3,-93.25470789,44.9457705,POWDERHORN PARK
Arson,2,-93.25791908,44.95782257,POWDERHORN PARK
Arson,4,-93.25032947,44.9608573,POWDERHORN PARK
Arson,4,-93.2589276,44.94127738,CENTRAL
Arson,2,-93.24222668,44.94558694,LONGFELLOW
Arson,2,-93.2383921,44.94505963,LONGFELLOW
Arson,4,-93.25042219,44.96044712,CEDAR RIVERSIDE
Arson,3,-93.25469478,44.95046868,VENTURA VILLAGE
Arson,5,-93.26163296,44.93839672,CENTRAL
Arson,2,-93.24483573,44.94594573,LONGFELLOW
Arson,3,-93.25393877,44.94658946,CENTRAL
Arson,3,-93.2563989,44.95419854,POWDERHORN PARK
Arson,2,-93.25804903,44.95813236,VENTURA VILLAGE
Arson,2,-93.24045663,44.94534353,POWDERHORN PARK
Arson,3,-93.25131668,44.9564901,CEDAR RIVERSIDE
Arson,2,-93.24729674,44.94628416,POWDERHORN PARK
Arson,4,-93.25661675,44.94373796,CENTRAL
Arson,2,-93.25781,44.95756253,POWDERHORN PARK
Arson,4,-93.24993234,44.96261414,CEDAR RIVERSIDE
Arson,4,-93.2567487,44.95590663,POWDERHORN PARK
Arson,4,-93.25729448,44.94301631,CENTRAL
Arson,3,-93.25525742,44.94518536,CENTRAL
Arson,5,-93.26210582,44.93789322,POWDERHORN PARK
Arson,3,-93.25365403,44.94771321,VENTURA VILLAGE
Arson,2,-93.26003718,44.96287199,VENTURA VILLAGE
Arson,2,-93.24367013,44.94578544,LONGFELLOW
Arson,5,-93.25803149,44.95930292,VENTURA VILLAGE
Arson,3,-93.25374509,44.9479543,POWDERHORN PARK
Arson,3,-93.25287952,44.94957649,CEDAR RIVERSIDE
Arson,3,-93.25378897,44.94797662,VENTURA VILLAGE
Arson,4,-93.25669127,44.94365861,CENTRAL
Arson,2,-93.25969381,44.96205343,POWDERHORN PARK
Arson,4,-93.25697667,44.9565102,POWDERHORN PARK
Arson,1,-93.23636833,44.94478132,LONGFELLOW
Arson,2,-93.24516163,44.94599055,POWDERHORN PARK
Arson,4,-93.25075241,44.9589863,CEDAR RIVERSIDE
Arson,5,-93.25846969,44.96046312,VENTURA VILLAGE
Arson,4,-93.25580759,44.94459955,CENTRAL
Arson,3,-93.25518819,44.95131228,VENTURA VILLAGE
Arson,4,-93.2568429,44.94349716,POWDERHORN PARK
Arson,3,-93.24837457,44.94643238,LONGFELLOW
Arson,5,-93.26170897,44.93831579,POWDERHORN PARK
Arson,4,-93.25569946,44.95312866,POWDERHORN PARK
Arson,3,-93.25676844,44.9550795,POWDERHORN PARK
Arson,4,-93.25537539,44.95227065,POWDERHORN PARK
Arson,5,-93.26125781,44.93879618,CENTRAL
Arson,3,-93.2561524,44.95361091,VENTURA VILLAGE
Arson,4,-93.25927228,44.94091036,POWDERHORN PARK
Arson,3,-93.25273099,44.95023351,CEDAR RIVERSIDE
Arson,5,-93.26256447,44.93740486,POWDERHORN PARK
Arson,3,-93.25369024,44.94780906,VENTURA VILLAGE
Arson,3,-93.2544004,44.94609792,CENTRAL
Arson,2,-93.25916282,44.96078758,VENTURA VILLAGE
Arson,2,-93.2579173,44.95781832,POWDERHORN PARK
Arson,5,-93.25792236,44.95901399,VENTURA VILLAGE
Arson,2,-93.246562,44.94618312,POWDERHORN PARK
Arson,4,-93.25939806,44.94077643,POWDERHORN PARK
Arson,3,-93.25370341,44.94784394,VENTURA VILLAGE
Arson,3,-93.25617915,44.95367468,VENTURA VILLAGE
Arson,2,-93.23781588,44.94498039,POWDERHORN PARK
Arson,3,-93.25210965,44.9529822,CEDAR RIVERSIDE
Arson,4,-93.25943643,44.94073557,POWDERHORN PARK
Arson,2,-93.25836372,44.95888255,POWDERHORN PARK
Arson,3,-93.2544054,44.94944615,POWDERHORN PARK
Arson,3,-93.25420307,44.94896379,POWDERHORN PARK
Arson,2,-93.25803014,44.95808733,VENTURA VILLAGE
Arson,5,-93.26269021,44.93727096,POWDERHORN PARK
Arson,4,-93.25846135,44.94177384,CENTRAL
Arson,4,-93.2570762,44.95677371,VENTURA VILLAGE
Arson,3,-93.2547629,44.95029841,VENTURA VILLAGE
Arson,1,-93.23542052,44.94465098,POWDERHORN PARK
Arson,3,-93.25679046,44.955132,VENTURA VILLAGE
Arson,5,-93.25857942,44.96075362,POWDERHORN PARK
Arson,4,-93.25526491,44.95197817,POWDERHORN PARK
Arson,15,-93.26196257,45.0171973,MARSHALL TERRACE
Arson,12,-93.25504576,44.99176019,HOLLAND
Arson,11,-93.25585932,45.0123824,HAWTHORNE
Arson,11,-93.25584328,45.01238774,HOLLAND
Arson,11,-93.25793898,45.01663068,HOLLAND
Arson,12,-93.25597054,44.98153227,VENTURA VILLAGE
Arson,11,-93.27128617,45.00724482,HAWTHORNE
Arson,13,-93.25675026,45.01490689,MARSHALL TERRACE
Arson,12,-93.25594921,44.98176816,VENTURA VILLAGE
Arson,11,-93.25371168,45.00651486,HOLLAND
Arson,11,-93.2823544,45.00355878,HOLLAND
Arson,12,-93.25529675,44.98898428,VENTURA VILLAGE
Arson,11,-93.2534261,45.01344617,MARSHALL TERRACE
Arson,11,-93.26860853,45.02396711,HOLLAND
Arson,11,-93.25780003,45.01653514,COLUMBIA PARK
Arson,11,-93.25386025,45.00487166,HOLLAND
Arson,12,-93.25579263,44.98349987,HOLLAND
Arson,12,-93.25453565,44.99740189,HOLLAND
Arson,12,-93.25624231,44.9785265,HOLLAND
Arson,12,-93.25653852,45.01481384,HOLLAND
Arson,11,-93.26030666,45.0182587,COLUMBIA PARK
Arson,11,-93.25907081,45.01131288,HAWTHORNE
Arson,12,-93.25625256,44.97841315,VENTURA VILLAGE
Arson,13,-93.25725816,44.9672914,VENTURA VILLAGE
Arson,11,-93.2760598,45.00565506,HOLLAND
Arson,11,-93.2542083,45.01378989,MARSHALL TERRACE
Arson,11,-93.26030788,45.01825955,COLUMBIA PARK
Arson,11,-93.2697792,45.02477207,HOLLAND
Arson,12,-93.25456722,44.99705277,VENTURA VILLAGE
Arson,11,-93.28174035,45.00376327,HOLLAND
Arson,11,-93.26361298,45.02053214,COLUMBIA PARK
Arson,11,-93.25780353,45.01653754,COLUMBIA PARK
Arson,11,-93.25354715,45.00833454,VENTURA VILLAGE
Arson,11,-93.25566114,45.01506443,COLUMBIA PARK
Arson,11,-93.25905151,45.01739566,HOLLAND
Arson,11,-93.27929744,45.00457684,HAWTHORNE
Arson,11,-93.25366623,45.00701751,VENTURA VILLAGE
Arson,11,-93.27600228,45.02905109,COLUMBIA PARK
Arson,12,-93.25543344,44.98747253,HOLLAND
Arson,11,-93.25316334,45.01257934,VENTURA VILLAGE
Arson,12,-93.25612817,44.97978896,HOLLAND
Arson,13,-93.25678365,44.97253941,VENTURA VILLAGE
Arson,11,-93.25614436,45.01228747,HAWTHORNE
Arson,11,-93.25408987,45.00233209,HOLLAND
Arson,11,-93.25449377,45.01426173,COLUMBIA PARK
Arson,11,-93.2539844,45.00349861,VENTURA VILLAGE
Arson,12,-93.25553399,44.98636039,VENTURA VILLAGE
Arson,12,-93.25509563,44.9912086,VENTURA VILLAGE
Arson,11,-93.25324873,45.01163494,HOLLAND
Arson,12,-93.25554746,44.98621141,HOLLAND
Arson,13,-93.25713052,45.01507398,HOLLAND
Arson,12,-93.25596432,44.98160104,HOLLAND
Arson,12,-93.25554937,44.98619036,VENTURA VILLAGE
Arson,11,-93.26964576,45.00779112,HAWTHORNE
Arson,11,-93.2754217,45.02865188,HOLLAND
Arson,12,-93.2546958,44.99563064,HOLLAND
Arson,11,-93.2538379,45.00511883,HOLLAND
Arson,11,-93.27273015,45.00676393,HOLLAND
Arson,11,-93.27049278,45.02526273,HOLLAND
Arson,11,-93.25386411,45.01304686,HAWTHORNE
Arson,12,-93.25426231,45.000425,VENTURA VILLAGE
Arson,11,-93.25711961,45.01606728,HOLLAND
Arson,11,-93.2662421,45.02233994,COLUMBIA PARK
Arson,11,-93.27775985,45.00508889,HOLLAND
Arson,11,-93.26319463,45.02024449,HOLLAND
Arson,11,-93.2537563,45.01375465,HOLLAND
Arson,16,-93.26566264,45.0188232,HOLLAND
Arson,12,-93.25606495,44.98048813,HOLLAND
Arson,11,-93.26450447,45.00950332,HOLLAND
Arson,11,-93.26299152,45.02010483,HOLLAND
Arson,13,-93.25716922,44.96827512,HOLLAND
Arson,11,-93.26024175,45.01092293,HOLLAND
Arson,11,-93.25425198,45.01380909,MARSHALL TERRACE
Arson,13,-93.25855239,45.01569879,MARSHALL TERRACE
Arson,11,-93.26928489,45.02443218,COLUMBIA PARK
Arson,12,-93.25533693,45.01428584,MARSHALL TERRACE
Arson,13,-93.25692426,44.97098426,HOLLAND
Arson,11,-93.27092484,45.02555981,HOLLAND
Arson,11,-93.25981339,45.01791953,HOLLAND
Arson,12,-93.2555001,44.98673523,VENTURA VILLAGE
Arson,11,-93.2728476,45.00672482,HOLLAND
Arson,14,-93.25932512,45.01603834,HOLLAND
Arson,11,-93.25416208,45.00153346,VENTURA VILLAGE
Arson,12,-93.25457397,44.99697811,HOLLAND
Arson,15,-93.26367359,45.01794916,MARSHALL TERRACE
Arson,11,-93.260416,45.01833389,COLUMBIA PARK
Arson,12,-93.2560975,44.98012811,VENTURA VILLAGE
Arson,14,-93.26012561,45.0163901,MARSHALL TERRACE
Arson,12,-93.25610652,44.98002832,HOLLAND
Arson,12,-93.25462703,44.99639121,HOLLAND
Arson,12,-93.25427054,45.00033399,VENTURA VILLAGE
Arson,11,-93.27467109,45.02813575,HOLLAND
Arson,12,-93.25524325,45.01424467,MARSHALL TERRACE
Arson,15,-93.26244427,45.01740897,HOLLAND
Arson,11,-93.27302975,45.02700716,COLUMBIA PARK
Arson,12,-93.25428252,45.00020143,HOLLAND
Arson,13,-93.25722164,44.9676953,HOLLAND
Arson,11,-93.25937975,45.01762136,COLUMBIA PARK
Arson,11,-93.26170003,45.01921679,COLUMBIA PARK
Arson,13,-93.25738532,44.96588507,VENTURA VILLAGE
Arson,4,-93.30498179,44.98978207,WILLARD - HAY
Arson,4,-93.30867057,44.99282129,NEAR - NORTH
Arson,5,-93.31049882,44.99424574,WILLARD - HAY
Arson,6,-93.30871356,45.00227665,WILLARD - HAY
Arson,5,-93.30352411,45.00801334,WILLARD - HAY
Arson,5,-93.30966803,44.99359844,WILLARD - HAY
Arson,6,-93.30937678,45.00154349,JORDAN
Arson,7,-93.31284096,44.99605407,NEAR - NORTH
Arson,6,-93.31155423,44.99506804,NEAR - NORTH
Arson,6,-93.31165889,44.99511072,NEAR - NORTH
Arson,5,-93.31061894,44.99433932,NEAR - NORTH
Arson,4,-93.30483475,44.98966472,WILLARD - HAY
Arson,3,-93.30768012,44.9920496,WILLARD - HAY
Arson,7,-93.31346085,44.99697311,JORDAN
Arson,3,-93.30743317,44.99185719,NEAR - NORTH
Arson,6,-93.31207212,44.99820191,JORDAN
Arson,5,-93.31043169,44.99419343,WILLARD - HAY
Arson,5,-93.30836657,44.99248328,WILLARD - HAY
Arson,6,-93.31008085,44.99996386,JORDAN
Arson,6,-93.31073896,44.99437657,NEAR - NORTH
Arson,5,-93.30759128,44.99186457,NEAR - NORTH
Arson,3,-93.30700261,44.99152174,WILLARD - HAY
Arson,4,-93.30669715,44.991151,NEAR - NORTH
Arson,7,-93.31363522,44.99668793,WILLARD - HAY
Arson,5,-93.3073358,45.00239279,WILLARD - HAY
Arson,3,-93.30333847,44.98847061,NEAR - NORTH
Arson,7,-93.31196263,44.99868495,WILLARD - HAY
Arson,7,-93.31368492,44.99672812,NEAR - NORTH
Arson,6,-93.31113229,44.99903351,JORDAN
Arson,6,-93.3119004,44.99530346,WILLARD - HAY
Arson,5,-93.306265,45.00498341,JORDAN
Arson,7,-93.3117332,44.99893858,JORDAN
Arson,4,-93.30657447,44.9910531,WILLARD - HAY
Arson,7,-93.31300973,44.99620206,NEAR - NORTH
Arson,4,-93.30843274,44.99263599,NEAR - NORTH
Arson,7,-93.31361272,44.99666997,NEAR - NORTH
Arson,6,-93.31013641,44.99389571,NEAR - NORTH
Arson,5,-93.30812422,44.99228988,WILLARD - HAY
Arson,5,-93.307814,44.99204231,NEAR - NORTH
Arson,7,-93.31308896,44.99626379,WILLARD - HAY
Arson,5,-93.30776085,44.99199989,NEAR - NORTH
Arson,7,-93.31326262,44.99639058,NEAR - NORTH
Arson,7,-93.3127556,44.99759714,WILLARD - HAY
Arson,7,-93.31338014,44.99704453,JORDAN
Arson,3,-93.3041465,44.98911546,WILLARD - HAY
Arson,4,-93.30435116,44.98927879,WILLARD - HAY
Arson,6,-93.31001666,45.00002066,WILLARD - HAY
Arson,3,-93.30708194,44.99158354,WILLARD - HAY
Arson,5,-93.30962252,44.99348559,NEAR - NORTH
Arson,4,-93.30701127,45.00267994,JORDAN
Arson,7,-93.31323834,44.99727472,JORDAN
Arson,5,-93.30951349,44.99347804,WILLARD - HAY
Arson,6,-93.31122696,44.99481305,WILLARD - HAY
Arson,6,-93.31014196,44.99990978,WILLARD - HAY
Arson,5,-93.3094775,45.00049773,WILLARD - HAY
Arson,5,-93.3089369,44.99293843,NEAR - NORTH
Arson,7,-93.31323454,44.99636817,WILLARD - HAY
Arson,3,-93.30400856,44.98900538,NEAR - NORTH
Arson,6,-93.31159697,44.99510134,WILLARD - HAY
Arson,4,-93.30434096,44.98927065,WILLARD - HAY
Arson,5,-93.30819696,44.99234793,NEAR - NORTH
Arson,3,-93.30298512,44.98818862,WILLARD - HAY
Arson,4,-93.30532168,44.99005332,WILLARD - HAY
Arson,5,-93.31017772,44.99399556,NEAR - NORTH
Arson,3,-93.30314138,44.98831332,WILLARD - HAY
Arson,7,-93.31347318,44.99655861,WILLARD - HAY
Arson,4,-93.30787027,44.99219776,NEAR - NORTH
Arson,4,-93.30877584,44.99290331,NEAR - NORTH
Arson,4,-93.30682113,44.99124995,NEAR - NORTH
Arson,6,-93.31099866,44.99975058,WILLARD - HAY
Arson,5,-93.3079317,45.00186551,JORDAN
Arson,7,-93.3119566,44.99869162,WILLARD - HAY
Arson,4,-93.30625747,45.00334693,WILLARD - HAY
Arson,5,-93.30562521,45.00569067,JORDAN
Arson,6,-93.31163998,44.99513485,WILLARD - HAY
Arson,6,-93.31038977,44.99969052,WILLARD - HAY
Arson,5,-93.30759461,45.00216378,WILLARD - HAY
Arson,4,-93.30648188,45.00314837,JORDAN
Arson,5,-93.31028721,44.99408086,NEAR - NORTH
Arson,4,-93.30642225,44.99093162,NEAR - NORTH
Arson,5,-93.30838408,45.00146523,JORDAN
Arson,6,-93.31261803,44.99589688,NEAR - NORTH
Arson,6,-93.31031275,44.99975866,JORDAN
Arson,3,-93.30361936,44.98869478,WILLARD - HAY
Arson,3,-93.30341243,44.98852964,NEAR - NORTH
Arson,3,-93.30406313,44.98904893,WILLARD - HAY
Arson,5,-93.30706308,45.0026341,JORDAN
Arson,3,-93.30715204,44.99163816,NEAR - NORTH
Arson,6,-93.31102677,44.99460625,WILLARD - HAY
Arson,4,-93.30584907,44.9904742,WILLARD - HAY
Arson,7,-93.31257373,44.99775807,WILLARD - HAY
Arson,7,-93.312472,44.99784808,JORDAN
Arson,4,-93.30229026,45.00937731,JORDAN
Arson,4,-93.30547275,44.99017388,NEAR - NORTH
Arson,4,-93.30631811,44.99084851,NEAR - NORTH
Arson,6,-93.30854823,45.00245942,WILLARD - HAY
Arson,4,-93.3057919,45.00375889,WILLARD - HAY
Arson,6,-93.31150597,44.99498868,NEAR - NORTH
Arson,7,-93.31313819,44.99629128,WILLARD - HAY
Arson,4,-93.30633919,44.99086533,WILLARD - HAY
Arson,1,-93.29113565,45.01638804,MCKINLEY
Arson,0,-93.28930745,45.01517697,JORDAN
Arson,1,-93.29403716,45.02664006,WEBBER - CAMDEN
Arson,0,-93.29120016,45.02195062,WEBBER - CAMDEN
Arson,2,-93.29598583,45.0073519,JORDAN
Arson,1,-93.29403272,45.02663272,MCKINLEY
Arson,0,-93.29074542,45.02119896,WEBBER - CAMDEN
Arson,1,-93.29145158,45.0126647,MCKINLEY
Arson,2,-93.29366199,45.01614425,FOLWELL
Arson,2,-93.29221332,45.01628405,MCKINLEY
Arson,3,-93.29659331,45.00664011,MCKINLEY
Arson,1,-93.29202101,45.02330745,WEBBER - CAMDEN
Arson,1,-93.29002544,45.01649518,FOLWELL
Arson,0,-93.28855564,45.01663702,MCKINLEY
Arson,3,-93.29534076,45.01598224,FOLWELL
Arson,0,-93.28881806,45.0166117,FOLWELL
Arson,0,-93.28135593,45.00015429,HAWTHORNE
Arson,1,-93.29234582,45.02384435,WEBBER - CAMDEN
Arson,1,-93.28984085,45.01455199,MCKINLEY
Arson,0,-93.2877033,45.01591031,MCKINLEY
Arson,2,-93.29289587,45.01621818,MCKINLEY
Arson,2,-93.29325968,45.01054613,MCKINLEY
Arson,0,-93.28307325,45.00441719,MCKINLEY
Arson,3,-93.29759927,45.00546143,MCKINLEY
Arson,1,-93.29194129,45.02317567,MCKINLEY
Arson,4,-93.29770075,45.0157545,MCKINLEY
Arson,1,-93.29129327,45.01637283,FOLWELL
Arson,1,-93.29146933,45.02239556,WEBBER - CAMDEN
Arson,2,-93.29257709,45.01624894,FOLWELL
Arson,4,-93.29750281,45.0157736,FOLWELL
Arson,3,-93.29521984,45.01599391,MCKINLEY
Arson,0,-93.2888923,45.01566341,JORDAN
Arson,3,-93.29446566,45.01606669,FOLWELL
Arson,0,-93.29095382,45.02154344,WEBBER - CAMDEN
Arson,3,-93.29509936,45.01600554,MCKINLEY
Arson,3,-93.29418148,45.01609412,FOLWELL
Arson,1,-93.29148466,45.0224209,MCKINLEY
Arson,2,-93.294153,45.00949943,MCKINLEY
Arson,2,-93.29423267,45.00940608,MCKINLEY
Arson,3,-93.29429428,45.01608323,MCKINLEY
Arson,4,-93.29684288,45.01583728,FOLWELL
Arson,1,-93.28939549,45.01655597,FOLWELL
Arson,0,-93.28143455,45.00034944,HAWTHORNE
Arson,0,-93.2824064,45.00276186,HAWTHORNE
Arson,2,-93.29204423,45.01630036,MCKINLEY
Arson,3,-93.29506795,45.01600857,MCKINLEY
Arson,4,-93.29668971,45.01585207,FOLWELL
Arson,0,-93.28668258,45.01337659,MCKINLEY
Arson,0,-93.28853504,45.01663901,MCKINLEY
Arson,0,-93.28578349,45.01114479,MCKINLEY
Arson,0,-93.2904963,45.02078718,WEBBER - CAMDEN
Arson,1,-93.28960223,45.01653602,MCKINLEY
Arson,1,-93.29425469,45.02699962,WEBBER - CAMDEN
Arson,1,-93.29004928,45.01430777,MCKINLEY
Arson,0,-93.28814411,45.01667673,FOLWELL
Arson,1,-93.29099725,45.01319703,MCKINLEY
